Date,Adj Close,Log Return
2014-01-02,0.37390586733818054,
2014-01-03,0.3694264888763428,-0.012052301090816885
2014-01-06,0.37437736988067627,0.013312526046945113
2014-01-07,0.3805069625377655,0.016240176443432428
2014-01-08,0.38569366931915283,0.013538976070001483
2014-01-09,0.37131255865097046,-0.03799926752353436
2014-01-10,0.37084102630615234,-0.0012707138194164725
2014-01-13,0.3621182441711426,-0.023802670405506696
2014-01-14,0.37343424558639526,0.03077113992738382
2014-01-15,0.37744221091270447,0.010675533521394187
2014-01-16,0.378620982170105,0.003118184361549519
2014-01-17,0.37697070837020874,-0.004368169858446963
2014-01-20,0.37697070837020874,0.0
2014-01-21,0.37838518619537354,0.0037452000803632124
2014-01-22,0.37791377305984497,-0.0012466318796587105
2014-01-23,0.37649911642074585,-0.0037503555862835047
2014-01-24,0.36683323979377747,-0.026008343106746303
2014-01-27,0.36447569727897644,-0.006447482212257715
2014-01-28,0.3680119812488556,0.009655620286252352
2014-01-29,0.36447569727897644,-0.009655620286252314
2014-01-30,0.3706052899360657,0.016677712632756223
2014-01-31,0.3701336979866028,-0.0012733014486014278
2014-02-03,0.365183025598526,-0.01346561837886669
2014-02-04,0.36730483174324036,0.005793439599375266
2014-02-05,0.36400413513183594,-0.009026879674295423
2014-02-06,0.368719220161438,0.012870205596999924
2014-02-07,0.3741416037082672,0.01459891187555198
2014-02-10,0.3753204643726349,0.0031458873952432435
2014-02-11,0.38310015201568604,0.020516215818411742
2014-02-12,0.396774023771286,0.03507046047104739
2014-02-13,0.40926894545555115,0.03100559930868002
2014-02-14,0.42223548889160156,0.03119068065323858
2014-02-17,0.42223548889160156,0.0
2014-02-18,0.42199963331222534,-0.000558743836424606
2014-02-19,0.427657812833786,0.013318927976985131
2014-02-20,0.4427460730075836,0.0346730339912759
2014-02-21,0.439445436000824,-0.00748284782633138
2014-02-24,0.4458109140396118,0.014381343322176082
2014-02-25,0.4437980055809021,-0.0045253860421794485
2014-02-26,0.4430873692035675,-0.0016025442512055186
2014-02-27,0.4381142556667328,-0.01128723823237905
2014-02-28,0.43527254462242126,-0.006507359788869515
2014-03-03,0.4331410527229309,-0.004908942435597265
2014-03-04,0.4376404285430908,0.010334202000692847
2014-03-05,0.44142958521842957,0.008620883623343702
2014-03-06,0.43527254462242126,-0.014046143188439185
2014-03-07,0.4347987771034241,-0.001089031563254097
2014-03-10,0.42840465903282166,-0.014815128752265278
2014-03-11,0.43266740441322327,0.009901099768568592
2014-03-12,0.43385154008865356,0.0027330883416815306
2014-03-13,0.42011603713035583,-0.03217145005023013
2014-03-14,0.42201054096221924,0.004499340306278723
2014-03-17,0.42201054096221924,0.0
2014-03-18,0.4319569170475006,0.02329556190661565
2014-03-19,0.43953514099121094,0.017391816463793293
2014-03-20,0.43977198004722595,0.000538694742885063
2014-03-21,0.4390614628791809,-0.0016169555871377046
2014-03-24,0.4369303286075592,-0.004865658552549317
2014-03-25,0.4369303286075592,0.0
2014-03-26,0.4269837737083435,-0.02302773945757321
2014-03-27,0.42130008339881897,-0.013400644882696756
2014-03-28,0.42390507459640503,0.0061641825572363255
2014-03-31,0.42414194345474243,0.0005586220090520056
2014-04-01,0.44166648387908936,0.04048686438632609
2014-04-02,0.43882468342781067,-0.006455056960050113
2014-04-03,0.4435610771179199,0.010735529496386946
2014-04-04,0.4298255741596222,-0.03145602352620553
2014-04-07,0.43124645948410034,0.003300273516333953
2014-04-08,0.4466397166252136,0.03507250812293508
2014-04-09,0.4461660087108612,-0.0010611669378053472
2014-04-10,0.43527254462242126,-0.024718725348326108
2014-04-11,0.4291151165962219,-0.014247154270531337
2014-04-14,0.43385154008865356,0.010977182065262327
2014-04-15,0.4369303286075592,0.007071349229655699
2014-04-16,0.43787750601768494,0.002165453355035119
2014-04-17,0.43953514099121094,0.0037784660417667366
2014-04-18,0.43953514099121094,0.0
2014-04-21,0.4430873692035675,0.0080493016000599
