Date,Adj Close,Log Return
2014-01-02,3563.570068359375,
2014-01-03,3538.72998046875,-0.0069949703629581285
2014-01-06,3526.9599609375,-0.0033316011644146212
2014-01-07,3557.85009765625,0.008720158255906532
2014-01-08,3567.5400390625,0.002719836301949976
2014-01-09,3552.580078125,-0.004202171509795035
2014-01-10,3565.080078125,0.0035123938419479696
2014-01-13,3512.800048828125,-0.014773061755709407
2014-01-14,3580.64990234375,0.019130866738866645
2014-01-15,3609.840087890625,0.008119153476147228
2014-01-16,3611.2900390625,0.0004015856703508443
2014-01-17,3591.25,-0.005564728739431383
2014-01-20,3591.25,0.0
2014-01-21,3617.699951171875,0.0073381199871492865
2014-01-22,3627.719970703125,0.0027658923919355576
2014-01-23,3613.760009765625,-0.0038555594349340707
2014-01-24,3541.47998046875,-0.02020407089949552
2014-01-27,3509.02001953125,-0.009207911575645515
2014-01-28,3505.719970703125,-0.000940889919276613
2014-01-29,3467.820068359375,-0.010869737691508003
2014-01-30,3532.409912109375,0.01845415849418189
2014-01-31,3521.919921875,-0.0029740593970700854
2014-02-03,3440.5,-0.023389463606301772
2014-02-04,3470.199951171875,0.008595405454341988
2014-02-05,3454.89990234375,-0.004418730140050905
2014-02-06,3497.60009765625,0.012283561946324883
2014-02-07,3561.909912109375,0.018219846248009507
2014-02-10,3582.110107421875,0.005655149087478089
2014-02-11,3621.719970703125,0.010997000771134644
2014-02-12,3627.360107421875,0.0015560975450869033
2014-02-13,3659.56005859375,0.00883779704563055
2014-02-14,3663.8798828125,0.0011797255809627958
2014-02-17,3663.8798828125,0.0
2014-02-18,3679.429931640625,0.004235167101483819
2014-02-19,3652.85009765625,-0.00725011873717154
2014-02-20,3671.929931640625,0.005209679215340365
2014-02-21,3662.60009765625,-0.0025440863911634862
2014-02-24,3685.81005859375,0.006317023036628862
2014-02-25,3679.139892578125,-0.0018113274044031496
2014-02-26,3676.60009765625,-0.0006905613918319788
2014-02-27,3699.800048828125,0.0062903387044566635
2014-02-28,3696.10009765625,-0.0010005412207456724
2014-03-03,3668.3701171875,-0.007530782449551475
2014-03-04,3719.929931640625,0.013957378864827796
