,mean,std,skew,kurtosis,Jarque-Bera,JB p-value
NVDA,0.001874797902908193,0.028474906513707883,0.23745510585793128,8.475721385561533,7790.7399882376885,0.0
^NDX,0.0005956094626863809,0.013486422022529494,-0.5432794939348841,8.020927076464117,7083.01831295796,0.0
