Date,Volatility,Regime
2014-07-28,13.146341705112336,Normal
2014-07-29,12.452426642753345,Normal
2014-07-30,11.988608847687354,Normal
2014-07-31,11.616678419624398,Normal
2014-08-01,17.52332370114631,Normal
2014-08-04,16.52409389460807,Normal
2014-08-05,15.927605448978255,Normal
2014-08-06,16.02380750056882,Normal
2014-08-07,15.001270897999866,Normal
2014-08-08,14.433259975538153,Normal
2014-08-11,14.198241269628982,Normal
2014-08-12,13.682884785120642,Normal
2014-08-13,12.99665690608989,Normal
2014-08-14,13.802221704272883,Normal
2014-08-15,13.255819279600205,Normal
2014-08-18,12.740130212286843,Normal
2014-08-19,12.877778571483692,Normal
2014-08-20,12.442290179415254,Normal
2014-08-21,11.845487078611095,Normal
2014-08-22,11.321130891549654,Normal
2014-08-25,10.864835322292533,Normal
2014-08-26,10.591878471337264,Normal
2014-08-27,10.233949739334244,Normal
2014-08-28,9.934493555630521,Normal
2014-08-29,9.809059926131589,Normal
2014-09-01,9.74055198514063,Normal
2014-09-02,9.526084302462102,Low
2014-09-03,9.426508474315884,Low
2014-09-04,10.195794213371817,Normal
2014-09-05,9.982830500483928,Normal
2014-09-08,10.15351751991719,Normal
2014-09-09,9.861475996720449,Normal
2014-09-10,11.131588400711976,Normal
2014-09-11,11.54744305023182,Normal
2014-09-12,11.097533382336838,Normal
2014-09-15,11.428011343898715,Normal
2014-09-16,12.747241975094198,Normal
2014-09-17,13.103897560735069,Normal
2014-09-18,12.416930219436585,Normal
2014-09-19,12.408883775559893,Normal
2014-09-22,11.851319469504052,Normal
2014-09-23,13.005713012181651,Normal
2014-09-24,12.495522308288987,Normal
2014-09-25,13.219905964985577,Normal
2014-09-26,18.48946154022075,Normal
2014-09-29,18.310879592100452,Normal
2014-09-30,17.091577946235244,Normal
2014-10-01,15.934603525297323,Normal
2014-10-02,18.184742668377957,Normal
2014-10-03,16.911065311679938,Normal
2014-10-06,16.772411964772623,Normal
2014-10-07,15.812908532087912,Normal
2014-10-08,17.539111286462646,Normal
2014-10-09,20.252379756297703,Normal
2014-10-10,22.010942885836247,Normal
2014-10-13,25.81285659019401,Normal
2014-10-14,25.996357961450435,Normal
2014-10-15,23.913473528168453,Normal
2014-10-16,22.497817106751796,Normal
2014-10-17,21.135836959993764,Normal
2014-10-20,20.92368863841912,Normal
2014-10-21,20.966367703682455,Normal
2014-10-22,24.609324718771173,Normal
2014-10-23,23.005877176539517,Normal
2014-10-24,23.05086400263228,Normal
2014-10-27,21.61787784502968,Normal
2014-10-28,19.976092269224758,Normal
2014-10-29,20.349342486465755,Normal
2014-10-30,19.075203847265456,Normal
2014-10-31,17.7232705005632,Normal
2014-11-03,18.288361522779585,Normal
2014-11-04,17.028791357730583,Normal
2014-11-05,16.073749937977848,Normal
2014-11-06,15.064444791179039,Normal
2014-11-07,14.1703570386849,Normal
2014-11-10,13.394988878830052,Normal
2014-11-11,12.775441500463858,Normal
2014-11-12,12.169199279832194,Normal
2014-11-13,11.612262905839428,Normal
2014-11-14,11.296008851522132,Normal
2014-11-17,10.89209962856637,Normal
2014-11-18,10.723309783484318,Normal
2014-11-19,10.921288397281744,Normal
2014-11-20,11.056147398174408,Normal
2014-11-21,10.858199333042975,Normal
2014-11-24,10.487830898611623,Normal
2014-11-25,10.94733129161977,Normal
2014-11-26,10.539421035029205,Normal
2014-11-27,10.811865636088323,Normal
2014-11-28,10.439964086081453,Normal
2014-12-01,10.338352674288776,Normal
2014-12-02,12.610924501221504,Normal
2014-12-03,12.143352978878069,Normal
2014-12-04,11.580767074992815,Normal
2014-12-05,11.110824275705935,Normal
2014-12-08,10.699893999616162,Normal
2014-12-09,11.613636369174541,Normal
2014-12-10,11.247492340274432,Normal
2014-12-11,15.12121081585325,Normal
2014-12-12,14.406704396052945,Normal
2014-12-15,15.449350733608526,Normal
2014-12-16,15.953926540711901,Normal
2014-12-17,18.316811732548686,Normal
2014-12-18,20.028097472512535,Normal
2014-12-19,23.38915570994866,Normal
2014-12-22,21.611722378993132,Normal
2014-12-23,20.00039656324718,Normal
2014-12-24,18.714597103450558,Normal
2014-12-25,17.37839735375576,Normal
2014-12-26,16.198669514838492,Normal
2014-12-29,15.608316540381903,Normal
2014-12-30,14.638866403306007,Normal
2014-12-31,14.604930454891054,Normal
2015-01-01,15.499562052844162,Normal
2015-01-02,14.532918046171027,Normal
2015-01-05,13.745702554044817,Normal
2015-01-06,16.793932745521236,Normal
2015-01-07,17.585808454831383,Normal
2015-01-08,17.670661428195586,Normal
2015-01-09,19.837449543557472,Normal
2015-01-12,18.931551178942488,Normal
2015-01-13,18.87661109142908,Normal
2015-01-14,17.56058177675439,Normal
2015-01-15,16.737991628634752,Normal
2015-01-16,17.98380339689731,Normal
2015-01-19,18.200434813847146,Normal
2015-01-20,16.9302756256549,Normal
2015-01-21,16.208771820419965,Normal
2015-01-22,15.344761558381848,Normal
2015-01-23,17.913056360217812,Normal
2015-01-26,16.67144242800463,Normal
2015-01-27,15.58781745797646,Normal
2015-01-28,22.043016570415265,Normal
2015-01-29,20.803546096374287,Normal
2015-01-30,19.99024894585953,Normal
2015-02-02,19.29385943200412,Normal
2015-02-03,18.65641276224016,Normal
2015-02-04,18.111650696064284,Normal
2015-02-05,16.930735274411827,Normal
2015-02-06,16.399682722681533,Normal
2015-02-09,15.97926422747046,Normal
2015-02-10,15.139257498677578,Normal
2015-02-11,16.67414381028965,Normal
2015-02-12,15.653399743962842,Normal
2015-02-13,16.05335435921241,Normal
2015-02-16,15.652570052049464,Normal
2015-02-17,14.668188900130632,Normal
2015-02-18,13.792621817829222,Normal
2015-02-19,13.017030722531905,Normal
2015-02-20,12.549237853951961,Normal
2015-02-23,12.487004895138872,Normal
2015-02-24,11.87684228955622,Normal
2015-02-25,11.349406786143373,Normal
2015-02-26,11.073662029919962,Normal
2015-02-27,10.908740363353456,Normal
2015-03-02,11.091530558873732,Normal
2015-03-03,11.859841170188508,Normal
2015-03-04,11.982826020141028,Normal
2015-03-05,11.69128341798475,Normal
2015-03-06,11.186461632688339,Normal
2015-03-09,13.321555639777612,Normal
2015-03-10,12.670081127331345,Normal
2015-03-11,17.206355584257,Normal
2015-03-12,16.512565866045097,Normal
2015-03-13,15.868505098835614,Normal
2015-03-16,15.27827684421036,Normal
2015-03-17,16.033032385953472,Normal
2015-03-18,14.993419402213439,Normal
2015-03-19,15.258297755979925,Normal
2015-03-20,14.307274321946025,Normal
2015-03-23,13.981588107300947,Normal
2015-03-24,13.394650385489793,Normal
2015-03-25,12.930082022277574,Normal
2015-03-26,19.180284292076156,Normal
2015-03-27,17.979690562640908,Normal
2015-03-30,16.828591755361785,Normal
2015-03-31,16.94918746789243,Normal
2015-04-01,17.481859931617127,Normal
2015-04-02,16.708484444631722,Normal
2015-04-03,15.592321336843721,Normal
2015-04-06,14.614915387928038,Normal
2015-04-07,14.40257081909025,Normal
2015-04-08,13.642407457613086,Normal
2015-04-09,13.449273052447795,Normal
2015-04-10,13.132806978946492,Normal
2015-04-13,12.581322848940097,Normal
2015-04-14,12.18761756044233,Normal
2015-04-15,11.819274080107997,Normal
2015-04-16,11.715152474032402,Normal
2015-04-17,11.287739589824845,Normal
2015-04-20,14.685014596307928,Normal
2015-04-21,16.219589972760375,Normal
2015-04-22,15.284487145171688,Normal
2015-04-23,14.602123369273894,Normal
2015-04-24,13.823265943968492,Normal
2015-04-27,15.033744615431843,Normal
2015-04-28,14.275945048141542,Normal
2015-04-29,13.576617126627387,Normal
2015-04-30,13.518394281429256,Normal
2015-05-01,16.675388097438148,Normal
2015-05-04,17.63075139277296,Normal
2015-05-05,16.41260638351219,Normal
2015-05-06,18.65792944238268,Normal
2015-05-07,17.956235466569808,Normal
2015-05-08,16.877609015413558,Normal
2015-05-11,17.334787979278886,Normal
2015-05-12,16.49055335066133,Normal
2015-05-13,15.702439953154803,Normal
2015-05-14,14.701710390097764,Normal
2015-05-15,16.358161142462638,Normal
2015-05-18,15.297235443598717,Normal
2015-05-19,14.470574572124853,Normal
2015-05-20,13.73679144781556,Normal
2015-05-21,12.972529349386447,Normal
2015-05-22,12.582239009889642,Normal
2015-05-25,11.990979931668738,Normal
2015-05-26,11.4575067526293,Normal
2015-05-27,13.54924411942325,Normal
2015-05-28,15.812985041530249,Normal
2015-05-29,14.93176518532728,Normal
2015-06-01,14.661395449349856,Normal
2015-06-02,13.835811875157443,Normal
2015-06-03,13.263206727900663,Normal
2015-06-04,12.582579967817148,Normal
2015-06-05,12.976154995223535,Normal
2015-06-08,12.451894313904258,Normal
2015-06-09,13.680586020765125,Normal
2015-06-10,12.967251028483698,Normal
2015-06-11,14.303736381901093,Normal
2015-06-12,13.466581969524684,Normal
2015-06-15,13.798958775953464,Normal
2015-06-16,13.473527422982288,Normal
2015-06-17,12.989242894950818,Normal
2015-06-18,12.369061367108895,Normal
2015-06-19,14.185088707668156,Normal
2015-06-22,13.711699688034606,Normal
2015-06-23,13.415548258587886,Normal
2015-06-24,12.68507875945001,Normal
2015-06-25,12.643858178562411,Normal
2015-06-26,12.179982107308254,Normal
2015-06-29,12.493999822649547,Normal
2015-06-30,19.100759803265653,Normal
2015-07-01,17.809004856867023,Normal
2015-07-02,17.020529930650355,Normal
2015-07-03,15.86940461298929,Normal
2015-07-06,14.860014485243408,Normal
2015-07-07,14.200591042439997,Normal
2015-07-08,13.400481889321153,Normal
2015-07-09,17.014885567340325,Normal
2015-07-10,15.87339547054023,Normal
2015-07-13,17.29755102209097,Normal
2015-07-14,18.740168588245528,Normal
2015-07-15,17.715329688988668,Normal
2015-07-16,16.487612691035437,Normal
2015-07-17,17.487223014156406,Normal
2015-07-20,18.225968823708016,Normal
2015-07-21,17.033740304228424,Normal
2015-07-22,15.933032239429293,Normal
2015-07-23,16.599153277110698,Normal
2015-07-24,15.841531730376076,Normal
2015-07-27,16.245722621867777,Normal
2015-07-28,16.230163231968678,Normal
2015-07-29,15.947282375007847,Normal
2015-07-30,15.085867189554719,Normal
2015-07-31,14.251663089587202,Normal
2015-08-03,13.550822718310105,Normal
2015-08-04,12.91887657809706,Normal
2015-08-05,12.469814464508971,Normal
2015-08-06,12.522559185480763,Normal
2015-08-07,15.83491471652931,Normal
2015-08-10,14.918522352353541,Normal
2015-08-11,15.446335905661458,Normal
2015-08-12,16.799567690640245,Normal
2015-08-13,15.72819686072703,Normal
2015-08-14,14.831746924051865,Normal
2015-08-17,13.962276737999778,Normal
2015-08-18,13.811349657643659,Normal
2015-08-19,13.589198809083074,Normal
2015-08-20,13.703704251343956,Normal
2015-08-21,22.031891591770098,Normal
2015-08-24,34.036382334259926,High
2015-08-25,39.39440335989099,High
2015-08-26,36.243770377112945,High
2015-08-27,44.388086185608586,High
2015-08-28,43.03853592144063,High
2015-08-31,39.32926397590036,High
2015-09-01,36.91770478867534,High
2015-09-02,39.110874225075726,High
2015-09-03,39.139511976031955,High
2015-09-04,35.985059878391105,High
2015-09-07,33.854740431050125,High
2015-09-08,31.015129934317983,High
2015-09-09,32.86360361918144,High
2015-09-10,31.08972019483329,High
2015-09-11,29.036841971083174,High
2015-09-14,26.847396081732615,Normal
2015-09-15,24.820537940235003,Normal
2015-09-16,23.80055489058349,Normal
2015-09-17,22.097194615818008,Normal
2015-09-18,20.41038951872812,Normal
2015-09-21,20.99339665020841,Normal
2015-09-22,19.44907735410501,Normal
2015-09-23,20.327878114404896,Normal
2015-09-24,18.832544435192705,Normal
2015-09-25,17.64396177005415,Normal
2015-09-28,17.425119401837343,Normal
2015-09-29,24.496751825151737,Normal
2015-09-30,22.846401872737886,Normal
2015-10-01,25.200503379987,Normal
2015-10-02,23.223512237951873,Normal
2015-10-05,23.694284994737398,Normal
2015-10-06,23.42613063759369,Normal
2015-10-07,21.983081749352465,Normal
2015-10-08,20.55075694361968,Normal
2015-10-09,19.099652906316862,Normal
2015-10-12,17.855393283844922,Normal
2015-10-13,16.65196885352355,Normal
2015-10-14,16.246252108860844,Normal
2015-10-15,15.25026044863057,Normal
2015-10-16,17.067946516132324,Normal
2015-10-19,16.064187126577878,Normal
2015-10-20,15.246167329318592,Normal
2015-10-21,14.811148542905386,Normal
2015-10-22,14.474459420108834,Normal
2015-10-23,17.929029396227957,Normal
2015-10-26,22.799133613678524,Normal
2015-10-27,21.038300828095924,Normal
2015-10-28,19.4630445202942,Normal
2015-10-29,18.61138702223814,Normal
2015-10-30,17.361755449185498,Normal
2015-11-02,16.540177448275937,Normal
2015-11-03,16.786848893655662,Normal
2015-11-04,15.720595349889415,Normal
2015-11-05,14.737495380998276,Normal
2015-11-06,14.07024913376432,Normal
2015-11-09,13.259871531401561,Normal
2015-11-10,14.533001152362264,Normal
2015-11-11,13.877398868952513,Normal
2015-11-12,13.147747633960465,Normal
2015-11-13,14.254899246378706,Normal
2015-11-16,18.162445253482062,Normal
2015-11-17,18.649006333773972,Normal
2015-11-18,17.328554112842856,Normal
2015-11-19,19.527538568933466,Normal
2015-11-20,18.107733898091354,Normal
2015-11-23,17.186518352182084,Normal
2015-11-24,16.154666203107425,Normal
2015-11-25,15.156610034558165,Normal
2015-11-26,14.218165554839985,Normal
2015-11-27,13.403295849053043,Normal
2015-11-30,12.68032780008607,Normal
2015-12-01,12.336692212710272,Normal
2015-12-02,13.238626231005966,Normal
2015-12-03,13.306829346357969,Normal
2015-12-04,16.733351893294174,Normal
2015-12-07,20.774178232637496,Normal
2015-12-08,19.538322430879898,Normal
2015-12-09,18.11958953651132,Normal
2015-12-10,19.643660791938075,Normal
2015-12-11,18.335004186479765,Normal
2015-12-14,22.442662109146458,Normal
2015-12-15,21.055508407642698,Normal
2015-12-16,19.70389481813456,Normal
2015-12-17,20.039139031219715,Normal
2015-12-18,20.779009888398587,Normal
2015-12-21,22.526758908845903,Normal
2015-12-22,21.51778770450709,Normal
2015-12-23,20.146392301762194,Normal
2015-12-24,19.0978521209198,Normal
2015-12-25,17.740277754944685,Normal
2015-12-28,16.520555312456352,Normal
2015-12-29,15.44529738034728,Normal
2015-12-30,16.79899846839481,Normal
2015-12-31,16.675440393596773,Normal
2016-01-01,17.658120642033666,Normal
2016-01-04,16.44745188821711,Normal
2016-01-05,20.378473771533724,Normal
2016-01-06,19.024607576911794,Normal
2016-01-07,18.67443748965861,Normal
2016-01-08,26.3686611530068,Normal
2016-01-11,24.878313562058104,Normal
2016-01-12,22.93831836837193,Normal
2016-01-13,22.136714536755136,Normal
2016-01-14,30.144858452698923,High
2016-01-15,30.289450464921643,High
2016-01-18,34.06521587383947,High
2016-01-19,31.205529456836445,High
2016-01-20,28.615125434945725,Normal
2016-01-21,26.364909976567194,Normal
2016-01-22,24.246945494924635,Normal
2016-01-25,27.71232370582596,Normal
2016-01-26,27.249952514642008,Normal
2016-01-27,25.498003256310888,Normal
2016-01-28,28.34510682031505,Normal
2016-01-29,27.17034561277934,Normal
2016-02-01,28.064750229783307,Normal
2016-02-02,25.781447022740664,Normal
2016-02-03,27.559810045939255,Normal
2016-02-04,25.587589600532745,Normal
2016-02-05,23.57556129243338,Normal
2016-02-08,30.870416770371026,High
2016-02-09,30.139334407661295,High
2016-02-10,27.770670366494038,Normal
2016-02-11,25.611013252765854,Normal
2016-02-12,23.597160797671314,Normal
2016-02-15,23.213398211077074,Normal
2016-02-16,21.416793662694122,Normal
2016-02-17,23.24164272267056,Normal
2016-02-18,25.232826909755147,Normal
2016-02-19,24.42073539322441,Normal
2016-02-22,22.52864084241847,Normal
2016-02-23,22.72005115841496,Normal
2016-02-24,23.483441692623344,Normal
2016-02-25,22.211535343290123,Normal
2016-02-26,21.166410120058128,Normal
2016-02-29,19.61996819600132,Normal
2016-03-01,19.024660291290516,Normal
2016-03-02,25.4469950726633,Normal
2016-03-03,23.42285589562635,Normal
2016-03-04,21.67146773505966,Normal
2016-03-07,20.024761784518702,Normal
2016-03-08,19.023713331826553,Normal
2016-03-09,18.63908856960316,Normal
2016-03-10,17.63204216945675,Normal
2016-03-11,16.480626242714052,Normal
2016-03-14,18.32777056699083,Normal
2016-03-15,17.034074416032677,Normal
2016-03-16,15.894039594240002,Normal
2016-03-17,15.553398696278215,Normal
2016-03-18,14.613061482135873,Normal
2016-03-21,13.764886211298965,Normal
2016-03-22,13.09325302480825,Normal
2016-03-23,12.432937903771142,Normal
2016-03-24,13.014487795973489,Normal
2016-03-25,12.335353861040502,Normal
2016-03-28,11.756565989775838,Normal
2016-03-29,11.356240603489306,Normal
2016-03-30,14.115418853702623,Normal
2016-03-31,13.542363847988472,Normal
2016-04-01,12.893266275702857,Normal
2016-04-04,13.598039397416034,Normal
2016-04-05,13.273511318561955,Normal
2016-04-06,13.987832532939791,Normal
2016-04-07,16.123710579273023,Normal
2016-04-08,18.009171982902423,Normal
2016-04-11,16.76174276812309,Normal
2016-04-12,15.890155365604253,Normal
2016-04-13,15.527668604504235,Normal
2016-04-14,16.276771329771645,Normal
2016-04-15,15.221261729215337,Normal
2016-04-18,14.433336125250138,Normal
2016-04-19,13.885535247269459,Normal
2016-04-20,13.98800601892779,Normal
2016-04-21,13.188347194016577,Normal
2016-04-22,12.498145274341075,Normal
2016-04-25,15.279707456435101,Normal
2016-04-26,14.339028047289345,Normal
2016-04-27,13.939659494859145,Normal
2016-04-28,14.285298636409715,Normal
2016-04-29,15.600737649953142,Normal
2016-05-02,15.090075433683221,Normal
2016-05-03,15.012809868823238,Normal
2016-05-04,15.384348282822003,Normal
2016-05-05,15.176906473324241,Normal
2016-05-06,14.267415549792446,Normal
2016-05-09,13.632293212058537,Normal
2016-05-10,12.910589366405212,Normal
2016-05-11,14.55975912572317,Normal
2016-05-12,15.071994092392451,Normal
2016-05-13,14.489229015612166,Normal
2016-05-16,13.931126237639074,Normal
2016-05-17,14.864845168797464,Normal
2016-05-18,16.454652417279128,Normal
2016-05-19,15.450640249024806,Normal
2016-05-20,14.964884996122217,Normal
2016-05-23,15.294805384235502,Normal
2016-05-24,14.438656602737627,Normal
2016-05-25,17.966600524652048,Normal
2016-05-26,17.136174654491775,Normal
2016-05-27,16.00158497589222,Normal
2016-05-30,15.212162037374656,Normal
2016-05-31,14.279043126880737,Normal
2016-06-01,13.475835193027908,Normal
2016-06-02,12.786436604360235,Normal
2016-06-03,12.169542208217825,Normal
2016-06-06,12.115187575930781,Normal
2016-06-07,11.619329292033466,Normal
2016-06-08,11.30156684730303,Normal
2016-06-09,10.852861955989665,Normal
2016-06-10,10.590511631204496,Normal
2016-06-13,12.754132039195454,Normal
2016-06-14,13.446736083168012,Normal
2016-06-15,12.715962697319304,Normal
2016-06-16,12.376450304595043,Normal
2016-06-17,11.863973231765021,Normal
2016-06-20,13.591406073345032,Normal
2016-06-21,13.181247743607859,Normal
2016-06-22,12.540570846993417,Normal
2016-06-23,12.054785698961973,Normal
2016-06-24,14.019994080162064,Normal
2016-06-27,29.091789631994764,High
2016-06-28,29.59514580289002,High
2016-06-29,29.789089287927357,High
2016-06-30,29.058683544105783,High
2016-07-01,27.515901508175244,Normal
2016-07-04,25.371118649624588,Normal
2016-07-05,23.357097998459164,Normal
2016-07-06,21.958071657374933,Normal
2016-07-07,20.6865980549481,Normal
2016-07-08,19.195450083596977,Normal
2016-07-11,19.83244114786633,Normal
2016-07-12,18.610368159219124,Normal
2016-07-13,17.459239589636923,Normal
2016-07-14,16.404608212004796,Normal
2016-07-15,15.714592863071658,Normal
2016-07-18,14.785349637555699,Normal
2016-07-19,14.288577345166521,Normal
2016-07-20,13.733316748469424,Normal
2016-07-21,14.501800544864045,Normal
2016-07-22,13.775841130035861,Normal
2016-07-25,13.138507248046333,Normal
2016-07-26,12.457684033391375,Normal
2016-07-27,11.84971417367094,Normal
2016-07-28,11.819600744052204,Normal
2016-07-29,11.435444379452566,Normal
2016-08-01,10.973706823273359,Normal
2016-08-02,10.906226318691637,Normal
2016-08-03,11.781806945128638,Normal
2016-08-04,11.341154547052582,Normal
2016-08-05,10.896665195355704,Normal
2016-08-08,11.831647529205911,Normal
2016-08-09,11.392658429428328,Normal
2016-08-10,10.952906138601326,Normal
2016-08-11,10.765342851012136,Normal
2016-08-12,10.561515017979197,Normal
2016-08-15,10.208576288418387,Normal
2016-08-16,10.093502292302045,Normal
2016-08-17,10.744964714652491,Normal
2016-08-18,10.375089969686137,Normal
2016-08-19,10.049960189445216,Normal
2016-08-22,9.813755251409965,Normal
2016-08-23,9.573898597677946,Low
2016-08-24,9.389009948193975,Low
2016-08-25,10.498567968435346,Normal
2016-08-26,10.283303758085081,Normal
2016-08-29,9.980065904657943,Normal
2016-08-30,9.717036580365848,Normal
2016-08-31,9.816854157288384,Normal
2016-09-01,9.650682046944466,Low
2016-09-02,9.488866401229325,Low
2016-09-05,9.382282433842098,Low
2016-09-06,9.223269221007751,Low
2016-09-07,9.650436584067046,Low
2016-09-08,9.435639251928087,Low
2016-09-09,10.126177003342438,Normal
2016-09-12,19.068672393220993,Normal
2016-09-13,20.38736423172389,Normal
2016-09-14,19.79488341196311,Normal
2016-09-15,18.498407007558026,Normal
2016-09-16,19.312573858247763,Normal
2016-09-19,17.93160411240276,Normal
2016-09-20,17.02016308666709,Normal
2016-09-21,15.879056230415555,Normal
2016-09-22,15.851050907344332,Normal
2016-09-23,15.389619849074442,Normal
2016-09-26,15.155990390432608,Normal
2016-09-27,15.375968235973025,Normal
2016-09-28,15.474787103367657,Normal
2016-09-29,14.506389313933347,Normal
2016-09-30,14.6145756406081,Normal
2016-10-03,14.336350708105432,Normal
2016-10-04,13.60481508635994,Normal
2016-10-05,12.937741986511694,Normal
2016-10-06,12.382719765416953,Normal
2016-10-07,11.831703205401082,Normal
2016-10-10,11.44212940868128,Normal
2016-10-11,11.383959870803618,Normal
2016-10-12,14.546261168677626,Normal
2016-10-13,13.707481441390325,Normal
2016-10-14,13.218440551947719,Normal
2016-10-17,12.512663347630406,Normal
2016-10-18,12.090423480569013,Normal
2016-10-19,12.53072636102611,Normal
2016-10-20,11.952623967789695,Normal
2016-10-21,11.460515407087337,Normal
2016-10-24,11.130623497300297,Normal
2016-10-25,12.600071278363306,Normal
2016-10-26,12.318614752074451,Normal
2016-10-27,12.54474984491302,Normal
2016-10-28,12.464893234974207,Normal
2016-10-31,12.679478402836976,Normal
2016-11-01,12.09573781960533,Normal
