,spec,order,dist,MSE,MAE,jb_p,lb_pval,arch_p
0,GARCH,"(1, 1)",normal,4.165410944777377,1.6354332240614216,1.6493525406128783e-122,0.06071052328029744,0.5133486957852048
1,GARCH,"(1, 1)",t,10.590338677844647,2.8995795952176464,2.383522889435321e-148,0.06406357808318093,0.5382183736675978
2,GARCH,"(1, 1)",skewt,6.112912307108401,2.078186306664952,4.158497065949344e-149,0.07883463775947636,0.5399870397579442
3,GARCH,"(1, 2)",normal,4.165437828450146,1.6354396520501622,1.6519847066155767e-122,0.06070888535465953,0.5133465371359397
4,GARCH,"(1, 2)",t,10.582818792331986,2.8984158642814446,2.3725680526780105e-148,0.06406526766793715,0.5382334823285487
5,GARCH,"(1, 2)",skewt,6.112957311295522,2.078194345693,4.191465760233564e-149,0.07883173928531964,0.5399764110962948
6,GARCH,"(2, 1)",normal,4.164850390282813,1.6353018279587743,1.5685264433662056e-122,0.06083541805279225,0.5201448373687148
7,GARCH,"(2, 1)",t,10.562570914241546,2.8952175344122772,3.364054600128383e-149,0.06482685471250055,0.5496559450790064
8,GARCH,"(2, 1)",skewt,6.156464376263779,2.0870291322526757,4.3246788006984354e-150,0.07983638421747884,0.5495047432462328
